reference_title,title,season,episode,text,start_time,end_time
Miami Vice,It's Always Sunny in Philadelphia,S4,E4,"Don Johnson's the dude
from Miami Vice,Charlie.","0:7:36,741","0:7:40,245"
Miami Vice,Young Sheldon,S2,E9,"Let me guess,
'cause of Miami Vice?","0:3:29,221","0:3:31,91"
Miami Vice,Familie,S9,E1,"Well, take <i>Miami Vice</i>, the DeLorean,
Ebony and Ivory.","0:10:21,920","0:10:26,516"
Miami Vice,Stranger Things,S3,E8,"Uh, El likes to watch Miami Vice
on Fridays.","0:23:11,347","0:23:14,643"
Miami Vice,Selena: The Series,S1,E7,"so I made us pastel pink suits,
like in Miami Vice.","0:26:17,75","0:26:20,285"
Californication,The Simpsons,S24,E18,"really can be explained by an
episode of <i>Californication.</i>","0:11:11,38","0:11:14,654"
Star Wars: The Clone Wars,Batman: The Brave and the Bold,S1,E6,"<i>Now there's one</i>
<i>star wars: Clone wars</i>","0:3:44,671","0:3:46,571"
Station 19,Grey's Anatomy,S17,E11,"to the drive-through site
at Station 19.","0:4:16,723","0:4:18,307"
NCIS: New Orleans,Jane the Virgin,S5,E2,"I was remembering an episode
of <i>NCIS: New Orleans.</i>","0:16:22,327","0:16:25,817"
NCIS: New Orleans,The Simpsons,S31,E10,"I should've been back
at NCIS: New Orleans","0:10:56,695","0:10:59,178"
Top Gear,CSI: NY,S8,E15,"While he may not be Top Gear,","0:19:25,869","0:19:26,952"
Top Gear,The Vampire Diaries,S6,E6,"Elena is auditioning
for Top Gear.","0:26:48,478","0:26:52,179"
Top Gear,True Detective,S2,E6,"Surgery
at the Pitlor Clinic, make 'em top gear.","0:7:10,206","0:7:13,473"
Top Gear,Last of the Summer Wine,S18,E9,"Me? Walk? Yes.
I'm your top gear sort of person!","0:24:59,38","0:25:4,18"
Top Gear,Last of the Summer Wine,S26,E9,"If you're thinking of going
into top gear I should warn you","0:9:23,370","0:9:26,490"
Top Gear,Stargate Atlantis,S3,E7,"- We must go faster, Rodney.
- This is pretty much my top gear.","0:0:1,767","0:0:6,124"
Top Gear,CSI: NY,S8,E15,"a two-time War Claw champ, and
now first-time Top Gear...","0:19:46,256","0:19:51,928"
Brooklyn Nine-Nine,Bob's Burgers,S7,E16,"The Simpsons, Family Guy
<i>and</i> Brooklyn Nine-Nine.","0:0:7,942","0:0:11,310"
CSI: Miami,Futurama,S6,E2,<i>It does on CSI: Miami.</i>,"0:2:16,15","0:2:17,777"
CSI: Miami,2 Broke Girls,S4,E5,during CSI: Miami.,"0:3:34,114","0:3:36,581"
CSI: Miami,American Dad!,S4,E18,"- What are you doing?
- CSI Miami.","0:20:23,946","0:20:26,280"
CSI: Miami,The Simpsons,S17,E15,So CSI: Miami investigated-ed it.,"0:11:58,126","0:12:0,672"
CSI: Miami,The Simpsons,S17,E15,"Now, Homer, would you care to
give your report on CSI: Miami?","0:11:46,631","0:11:51,442"
CSI: Miami,Family Guy,S5,E7,"Victor's such a good actor.
He played a dead baby on CSI: Miami.","0:13:40,325","0:13:44,150"
The Smurfs,Breaking Bad,S1,E7,Smurfs?,"0:7:26,170","0:7:26,946"
The Smurfs,The O.C.,S1,E16,"<i>Smurfs, dude.</i>","0:31:33,625","0:31:36,500"
The Smurfs,Family Guy,S14,E3,That's where Smurfs is.,"0:3:23,830","0:3:25,931"
The Smurfs,Family Guy,S3,E11,We now return to The Smurfs.,"0:0:41,195","0:0:42,995"
The Smurfs,2 Broke Girls,S6,E4,The Church of Latter Day Smurfs?,"0:1:49,281","0:1:51,549"
The Smurfs,2 Broke Girls,S3,E16,Now we're both Smurfs.,"0:14:49,619","0:14:50,985"
The Smurfs,American Dad!,S7,E6,"Look, Steve, remember on <i>The Smurfs</i>","0:16:51,832","0:16:53,948"
The Smurfs,The Big Bang Theory,S10,E10,"It's either Sheldon
or Gargamel from <i>The Smurfs.</i>","0:9:6,754","0:9:9,955"
The Smurfs,The Simpsons,S1,E1,"it happened to the Smurfs
and it's gonna happen to us.","0:16:31,545","0:16:33,547"
The Smurfs,Gilmore Girls,S6,E12,"So, I got Smurfs and dirty pasta.","0:36:39,967","0:36:43,801"
The Smurfs,2 Broke Girls,S3,E16,"And I thought witches and
Smurfs couldn't be together,","0:20:37,96","0:20:40,798"
The Smurfs,Breaking Bad,S1,E7,There ain't that many smurfs in the world.,"0:14:19,77","0:14:20,986"
The Smurfs,Brooklyn Nine-Nine,S5,E17,"Oh, not really, it was just
a bunch of Smurfs on a plate.","0:8:12,901","0:8:14,636"
The Big Bang Theory,Family Guy,S16,E8,Big Bang Theory?,"0:3:11,39","0:3:12,408"
The Big Bang Theory,The Simpsons,S30,E7,after<i> The Big Bang Theory.</i>,"0:14:1,601","0:14:4,34"
The Big Bang Theory,The Simpsons,S27,E12,"Come on,<i> Big Bang</i>
<i>Theory</i> scratcher.","0:9:39,282","0:9:41,522"
The Big Bang Theory,Family Guy,S9,E3,"<i>I keep not laughing
at The Big Bang Theory...</i>","0:13:27,920","0:13:29,990"
The Big Bang Theory,Two and a Half Men,S12,E14,"And watch the series finale
of   <i>the big bang theory.</i>","0:13:48,28","0:13:51,396"
Lost in Space,Young Sheldon,S5,E12,without Lost in Space.,"0:15:41,834","0:15:43,201"
Lost in Space,The Simpsons,S6,E11,I'm the mother from Lost in Space.,"0:16:58,336","0:17:2,381"
Lost in Space,Stranger Things,S3,E3,âª A generation lost in space âª,"0:46:53,434","0:46:56,896"
Lost in Space,Steven Universe,S5,E5,"- are lost in space?!
- The donut boy?","0:5:51,699","0:5:55,500"
Lost in Space,Marvel's Agents of S.H.I.E.L.D.,S2,E9,"Lost in space ???
Tv show ??? You ...","0:26:57,393","0:27:1,462"
Lost in Space,Family Guy,S9,E1,"Oh, uh, <i>Lost in space.</i>","0:27:51,722","0:27:53,222"
Lost in Space,Young Sheldon,S5,E12,how come Lost in Space,"0:15:59,874","0:16:1,292"
Lost in Space,Young Sheldon,S5,E12,"Well, if Lost in Space is so great,","0:16:4,399","0:16:7,922"
Lost in Space,Young Sheldon,S5,E12,"Lost in Space brought me
hours of happiness as a child,","0:16:26,28","0:16:28,855"
Lost in Space,Young Sheldon,S5,E12,"Oh. Well, he's dressed as
Dr. Smith from Lost in Space.","0:15:27,144","0:15:31,364"
Lost in Space,Orange Is the New Black,S4,E2,"I lost the space on top of my locker,
so I had to make it up.","0:25:7,506","0:25:11,968"
Lost in Space,Dragon Ball Z,S2,E11,"<i>You won't be able to go to Planet Namek.</i>
<i>You'll become lost in space.</i>","0:11:7,625","0:11:12,630"
The O.C.,Bob's Burgers,S7,E8,"This is the worst
episode of<i> The O.C.</i> ever.","0:18:21,756","0:18:24,323"
The O.C.,The Big Bang Theory,S11,E5,"I've been rewatching <i>The O.C.,</i>","0:0:45,881","0:0:47,515"
Melrose Place,Seinfeld,S6,E16,Melrose Place?</i>,"0:12:6,889","0:12:8,800"
Melrose Place,Seinfeld,S6,E16,Is Melrose Place on?</i>,"0:20:21,889","0:20:23,208"
Melrose Place,Seinfeld,S6,E16,"Yes, Melrose Place.</i>","0:12:9,769","0:12:12,647"
Melrose Place,The King of Queens,S7,E11,"and we can call it
Melrose Place. ","0:8:20,265","0:8:22,867"
Melrose Place,Modern Family,S10,E18,"Bronco chase
with Melrose Place.","0:2:0,353","0:2:2,489"
Melrose Place,The Simpsons,S4,E22,I fit in here at Melrose Place.,"0:8:4,747","0:8:6,647"
Melrose Place,Seinfeld,S6,E16,"A certain cast member
of Melrose Place.</i>","0:11:38,649","0:11:40,844"
Melrose Place,According to Jim,S6,E17,"WELL,
IT'S JUST SO MELROSE PLACE.","0:7:41,692","0:7:43,562"
Melrose Place,"Beverly Hills, 90210",S4,E1,"- What's wrong with Melrose Place?
- It's not the beach.","0:29:49,387","0:29:51,981"
Melrose Place,This Is Us,S2,E2,"The house is abuzz.
It's like <i>Melrose Place</i> in here.","0:39:35,463","0:39:38,753"
Melrose Place,Bob's Burgers,S4,E17,"I told you we should have
watched reruns of <i>Melrose Place.</i>","0:1:7,846","0:1:9,948"
Melrose Place,The King of Queens,S8,E3,"<i>i haven't seen last
night's melrose place yet,</i>","0:3:18,681","0:3:21,215"
Melrose Place,The King of Queens,S8,E3,"<i>coming up,
an all-new melrose place.</i>","0:20:58,289","0:21:2,559"
Melrose Place,The Simpsons,S7,E8,"<i>It's like something out of Dickens.
Or Melrose Place.</i>","0:6:42,335","0:6:45,566"
Melrose Place,The Simpsons,S19,E11,"thanks to a TV show
called Melrose Place.","0:2:7,925","0:2:11,700"
Melrose Place,"Beverly Hills, 90210",S4,E1,"Then where do you wanna live,
David? Melrose Place?","0:29:46,618","0:29:49,212"
Melrose Place,Two and a Half Men,S9,E5,"That casting director
said he could get me on <i>Melrose Place.</i>","0:10:18,684","0:10:22,142"
Melrose Place,Seinfeld,S6,E16,"All right. Shut up. Shut up.
Melrose Place is coming on.</i>","0:21:26,169","0:21:29,127"
Star Trek,The Big Bang Theory,S9,E7,"On<i> Star Trek,</i>","0:5:7,742","0:5:9,442"
Star Trek,The Big Bang Theory,S2,E8,<i>Star Trek V.</i>,"0:4:43,866","0:4:46,266"
Star Trek,Kyle XY,S3,E9,And Star Trek.,"0:3:56,620","0:3:57,220"
Star Trek,The Big Bang Theory,S4,E13,Star Trek.,"0:13:26,893","0:13:28,53"
Star Trek,Futurama,S2,E2,from your <i>Star Trek</i> program.,"0:1:20,837","0:1:22,327"
Star Trek,The Big Bang Theory,S9,E3,"If this was Star Trek,","0:15:24,299","0:15:25,490"
Star Trek,The Big Bang Theory,S5,E23,Star Trek style.,"0:20:46,286","0:20:48,454"
Star Trek,Orange Is the New Black,S4,E9,Like in Star Trek?,"0:21:14,522","0:21:15,900"
Star Trek,Buffy the Vampire Slayer,S5,E4,"Q from Bond, not Star Trek.","0:9:24,93","0:9:26,766"
Star Trek,That '70s Show,S3,E22,Like in Star Trek?,"0:0:9,142","0:0:11,576"
Star Trek,Kyle XY,S3,E9,I love Star Trek.,"0:20:34,420","0:20:36,140"
Star Trek,Gilmore Girls,S2,E8,"- It's not important.
- Star Trek. That's it.","0:15:40,816","0:15:43,318"
Star Trek,Gilmore Girls,S6,E1,Like <i>Star Trek.</i>,"0:15:14,967","0:15:16,366"
Star Trek,iZombie,S4,E10,"- In Star Trek, when...
- [groans]","0:16:58,190","0:17:0,159"
Star Trek,Young Sheldon,S4,E13,of Star Trek tapes.,"0:16:12,760","0:16:14,630"
