Riverdale,FBI,S1,E1,"at the synagogue
in Riverdale last year?","0:26:21,101","0:26:22,971"
Riverdale,FBI,S4,E6,"- I'm seeing ATM hits
in Riverdale","0:23:1,204","0:23:2,443"
Riverdale,DC's Legends of Tomorrow,S5,E8,"You guys have been
replaced by Riverdale.","0:23:1,748","0:23:4,614"
Riverdale,Law & Order,S20,E7,"- The sticker said
riverdale limo","0:11:0,283","0:11:1,616"
Riverdale,Law & Order: Special Victims Unit,S5,E15,"up in Riverdale
at Garfield High.","0:9:16,389","0:9:17,947"
Riverdale,Blue Bloods,S6,E4,"in a home invasion robbery
in Riverdale","0:9:34,722","0:9:36,956"
Riverdale,The Rookie,S1,E6,"eastbound Morrison
approaching Riverdale.","0:23:14,346","0:23:15,788"
Riverdale,Blue Bloods,S7,E4,"in a home invasion robbery
in Riverdale","0:9:34,722","0:9:36,956"
Riverdale,FBI,S4,E17,"Father deceased.
Mother lives in Riverdale.","0:2:51,526","0:2:54,76"
Riverdale,Law & Order: Special Victims Unit,S9,E11,"She's, uh, next to the highway
in riverdale.","0:25:33,99","0:25:36,268"
Riverdale,Law & Order,S13,E3,"As soon as I hit
Riverdale, there she is.","0:7:46,732","0:7:48,292"
Riverdale,Law & Order,S14,E13,"It's Riverdale.
Trust me, this purse is real.","0:4:1,141","0:4:4,20"
Riverdale,Law & Order,S14,E7,"Freshman at Princeton,
ninth grader at Riverdale.","0:12:17,303","0:12:20,341"
Riverdale,NCIS,S3,E15,"We traced the VlN
to a Mercedes dealership in Riverdale,","0:5:48,167","0:5:50,522"
Riverdale,FBI,S4,E17,"You said her mom lives
in Riverdale, yeah?","0:3:57,69","0:3:58,264"
Riverdale,Top Gear,S3,E5,"Top Gear had brought us
to Riverdale, California","0:12:32,645","0:12:34,947"
Riverdale,Law & Order: Special Victims Unit,S5,E9,"You know, the two train
runs south from Riverdale.","0:4:57,297","0:4:59,765"
Riverdale,Blue Bloods,S5,E18,"well, Riverdale-- and I had
a quickie marriage at 19.","0:13:32,633","0:13:36,395"
Riverdale,Law & Order,S12,E12,"Address in
Riverdale.
He had his wallet.","0:0:54,314","0:0:56,590"
Riverdale,Law & Order,S4,E17,"Report on a hit-and-run
last night in Riverdale.","0:39:41,445","0:39:44,278"
Riverdale,Law & Order,S4,E17,"And last night?
Your car was
seen in Riverdale.","0:40:33,330","0:40:36,390"
Riverdale,Law & Order,S4,E17,"Maybe it was Julian
on the hit-and-run
in Riverdale.","0:43:44,121","0:43:46,749"
Riverdale,Law & Order: Special Victims Unit,S14,E8,"25 acres up in Riverdale.
Tennis courts.","0:3:44,102","0:3:46,891"
Riverdale,Law & Order: Special Victims Unit,S7,E4,"MOS shot, 202 Fieldston avenue
in Riverdale.","0:31:53,313","0:31:57,40"
Riverdale,Law & Order,S13,E3,"She was undergoing rehab at the
Daylight House in Riverdale.","0:5:42,475","0:5:46,36"
Riverdale,Blue Bloods,S4,E16,"My mom used to volunteer in
the gardens at Riverdale Park.","0:32:42,392","0:32:44,626"
Riverdale,Law & Order,S20,E5,"But he did the abortions
at his clinic in riverdale.","0:4:2,701","0:4:5,854"
Riverdale,Law & Order: Special Victims Unit,S5,E9,"He runs a genital chop shop
up in Riverdale.","0:4:52,425","0:4:54,825"
Riverdale,Law & Order,S2,E17,"What, too bad they're
not seniors at Riverdale?","0:16:52,845","0:16:55,677"
Riverdale,Law & Order,S12,E12,"Does he have a wife?
Riverdale precinct
notified her.","0:2:31,211","0:2:33,782"
Riverdale,Law & Order,S12,E12,"He'd take the express bus
back here to Riverdale.","0:5:59,685","0:6:2,632"
Riverdale,Blue Bloods,S1,E4,"Jack used to run the numbers
between Bay Ridge and Riverdale.","0:20:47,479","0:20:50,380"
Riverdale,Law & Order,S12,E12,"All right. The next train
to Riverdale was a 10:20.","0:11:44,530","0:11:48,34"
Riverdale,Law & Order,S9,E8,"I'm telling you, man.
I'm telling you, man,
I was nowhere near Riverdale!","0:21:6,798","0:21:9,426"
Riverdale,Law & Order: Special Victims Unit,S8,E14,"My aunt Amy lives in Riverdale.
Tommy really likes her.","0:7:24,502","0:7:27,392"
Riverdale,Law & Order: Special Victims Unit,S6,E6,"Okay, so your witness puts Billy
outside the Morton home in Riverdale","0:15:12,978","0:15:17,415"
Riverdale,Law & Order: Special Victims Unit,S6,E6,"Well, there's no way he got
to Riverdale in 15 minutes,","0:15:36,535","0:15:38,730"
Riverdale,Law & Order: Special Victims Unit,S6,E6,"for violent behavior and arson. His
mom had to move him to Riverdale.","0:27:33,785","0:27:36,549"
Riverdale,Law & Order,S6,E6,"Okay, so your witness puts Billy
outside the Morton home in Riverdale","0:15:12,978","0:15:17,415"
Riverdale,Law & Order,S6,E6,"Well, there's no way he got
to Riverdale in 15 minutes,","0:15:36,535","0:15:38,730"
Riverdale,Law & Order,S6,E6,"for violent behavior and arson. His
mom had to move him to Riverdale.","0:27:33,785","0:27:36,549"
Riverdale,Law & Order,S4,E17,"Otherwise, he'd need at
least 15 minutes
to get up to Riverdale.","0:39:55,192","0:39:58,719"
Riverdale,Law & Order: Special Victims Unit,S7,E4,"BRESLIN RESIDENCE
202 FIFLDSTON AVENUE
RIVERDALE, NEW YORK
THURSDAY, MAY 12","0:31:9,89","0:31:11,814"
Riverdale,Law & Order: Special Victims Unit,S6,E6,"Mom wasn't much help. Her husband
took her up to Riverdale an hour ago.","0:5:1,167","0:5:4,0"
Riverdale,Law & Order: Special Victims Unit,S6,E6,"Then he's gotta get back to Riverdale
to follow Henry into the birthday party.","0:15:26,325","0:15:29,317"
Riverdale,Law & Order,S6,E6,"Mom wasn't much help. Her husband
took her up to Riverdale an hour ago.","0:5:1,167","0:5:4,0"
Riverdale,Law & Order,S6,E6,"Then he's gotta get back to Riverdale
to follow Henry into the birthday party.","0:15:26,325","0:15:29,317"
Breaking Bad,Reacher,S1,E4,"you needed a breather
from breaking bad news.","0:20:17,299","0:20:19,676"
Breaking Bad,American Dad!,S7,E10,"Breaking bad news is
part of the job, Wheels.","0:1:41,339","0:1:43,499"
Breaking Bad,Chicago Med,S2,E12,"Breaking bad news is the most
sobering of our obligations.","0:21:37,48","0:21:41,84"
Breaking Bad,The Big Bang Theory,S5,E16,"I'm a believer in breaking bad news
to a guy when you're in bed.","0:5:7,307","0:5:10,392"
Breaking Bad,House,S6,E12,"I usually love breaking bad
news, but in this case...","0:24:57,746","0:25:1,249"
Breaking Bad,Grey's Anatomy,S12,E4,"I did. I'm giving them a crash
course in breaking bad news.","0:32:54,121","0:32:56,855"
Scream Queens,Supernatural,S14,E4,"<i>We've got scream queens</i>
<i>and killing machines,</i>","0:1:18,575","0:1:21,376"
Euphoria,American Dad!,S7,E16,"I have such a feeling
of euphoria!","0:18:27,942","0:18:31,678"
Euphoria,Dark,S2,E3,"At first, it may
induce a state of euphoria,","0:31:41,756","0:31:43,691"
Euphoria,MacGyver,S4,E1,"this warm, magical
euphoria I'm feeling?","0:39:20,182","0:39:22,664"
Euphoria,CSI: Crime Scene Investigation,S13,E3,"of a chemical solvent
to induce euphoria.","0:11:13,29","0:11:15,29"
Euphoria,The Flash,S4,E17,"Created to provide
widespread euphoria...","0:19:0,15","0:19:3,215"
Euphoria,The 100,S4,E5,"euphoria, headaches...
it's all connected.","0:27:1,19","0:27:4,887"
Euphoria,Law & Order: Special Victims Unit,S11,E7,"It's going to be followed
by a feeling of euphoria.","0:37:14,999","0:37:17,729"
Euphoria,The Resident,S5,E5,"could hold a candle to
the euphoria that I feel","0:23:17,912","0:23:20,240"
Euphoria,Superman & Lois,S1,E1,"Go full Euphoria
on each other?","0:46:22,867","0:46:24,519"
Euphoria,Law & Order: Special Victims Unit,S16,E20,"But when the euphoria
ebbs, as it inevitably does,","0:34:31,79","0:34:34,648"
Euphoria,Chicago P.D.,S2,E20,"But when the euphoria
ebbs, as it inevitably does,","0:34:31,79","0:34:34,648"
Euphoria,Law & Order,S2,E3,"Reduced inhibitions,
may evoke a state of euphoria.","0:33:20,64","0:33:23,192"
Euphoria,NCIS,S14,E23,"Like, intense euphoria
and trippy hallucinations,","0:17:32,805","0:17:36,38"
Euphoria,Smallville,S6,E16,"Good to see the euphoria
of your wedding day...","0:38:13,795","0:38:15,990"
Euphoria,Law & Order: Special Victims Unit,S7,E5,"Saw you last night
at a club Euphoria.","0:19:52,434","0:19:55,120"
Euphoria,Family Guy,S12,E16,"A state of cocaine-fueled
1970s euphoria.","0:12:42,963","0:12:46,197"
Euphoria,Criminal Minds,S10,E11,"The last stage of cold-induced
shock is euphoria,","0:12:37,491","0:12:39,324"
Euphoria,Bones,S2,E20,"I believe that dopamine and norepinephrine
stimulate euphoria because of","0:1:15,169","0:1:18,806"
Euphoria,Friends,S1,E11,"When I read Euphoria at Midnight,
I wanted to become a writer.","0:8:2,522","0:8:6,562"
Euphoria,House,S3,E14,"Alzheimer's can
cause euphoria, pain causes depression,","0:34:35,323","0:34:38,492"
Euphoria,Bones,S5,E14,"That means that he, uh, vomits
and succumbs to the euphoria.","0:37:28,401","0:37:32,462"
Euphoria,Law & Order: Special Victims Unit,S7,E5,"There is a party tonight.
At a club called, Euphoria.","0:14:12,54","0:14:15,409"
Euphoria,House,S2,E19,"A sudden drop in pain
could create euphoria.","0:14:0,882","0:14:3,467"
Euphoria,Law & Order,S16,E13,"Crippling sadness, irritability,
euphoria, paranoia, promiscuity.","0:10:20,886","0:10:24,721"
Euphoria,House,S2,E20,"The fragments are in the wrong part
of the brain to cause euphoria,","0:3:36,550","0:3:39,719"
Euphoria,House,S2,E20,"A stroke could cause Anton's blindness
and euphoria.","0:11:0,201","0:11:4,371"
Euphoria,NCIS: Los Angeles,S13,E7,"Well, LSD can cause feelings
of euphoria, synesthesia,","0:9:17,393","0:9:20,657"
Euphoria,American Horror Story,S2,E10,"Most patients experience
a sense of euphoria after the treatment.","0:12:30,457","0:12:34,128"
Euphoria,Friends,S7,E16,"Because, no shortness of breath,
no temporary euphoria--","0:29:48,799","0:29:53,168"
Euphoria,9-1-1: Lone Star,S2,E3,"Yeah, I'm not so sure it was
euphoria I was feeling.","0:42:37,119","0:42:41,384"
Euphoria,Criminal Minds,S5,E13,"And a sense of euphoria even though
no actual drugs are involved.","0:14:52,196","0:14:55,562"
Euphoria,Smallville,S6,E13,"Then maybe you need a little
euphoria elixir or romance remedy.","0:2:53,568","0:2:57,664"
Euphoria,House,S2,E20,"This mushy spot explains the euphoria.
Question is, what's causing the mush?","0:19:34,799","0:19:38,802"
Euphoria,Prison Break,S2,E11,"...and just let the water come into your
lungs, there's a certain euphoria, I hear.","0:41:1,142","0:41:5,55"
Sex Education,Law & Order: Special Victims Unit,S4,E10,"Well, there's
sex education for you.","0:22:40,492","0:22:42,517"
Sex Education,The Rookie,S4,E5,"And... and...
And just general sex education","0:38:44,364","0:38:47,454"
Sex Education,The Simpsons,S9,E18,"I'm gonna try the Sex Education Computer.
[Gasps]","0:4:2,942","0:4:6,70"
Sex Education,Station 19,S5,E9,"sex education is all about
telling kids not to have sex.Yeah. Mm.","0:32:42,598","0:32:45,734"
Sex Education,Law & Order,S8,E17,"you're spending trying to find this
guy went into sex education...","0:15:51,659","0:15:54,37"
Death Note,Running Man,S1,E204,"Gary used a pen to write something up there.
Is it some sort of a death note?","0:52:51,160","0:52:55,169"
Stranger Things,Conan,S3,E22,"Stranger things
have happened.","0:10:37,970","0:10:39,500"
Stranger Things,Bones,S11,E5,"Stranger things
have... happened.","0:41:3,443","0:41:5,809"
Stranger Things,Family Guy,S9,E8,"Stranger things have
happened in medicine.","0:12:38,947","0:12:40,481"
Stranger Things,Shadowhunters,S3,E19,"-<i> Stranger things have happened.</i>
-Yeah.","0:13:39,860","0:13:41,738"
Stranger Things,Riverdale,S1,E11,"Stranger things have
happened, man.","0:15:20,586","0:15:22,886"
Stranger Things,The Simpsons,S23,E20,"Stranger things
have happened, Homer.","0:10:39,505","0:10:41,640"
Stranger Things,Castle,S4,E14,"Stranger things have
happened in this town.","0:7:16,983","0:7:19,17"
Stranger Things,The Flash,S8,E8,"Yeah.
Stranger things have happened.","0:9:15,597","0:9:18,77"
Stranger Things,Game of Thrones,S7,E4,"Ah, stranger things
have happened.","0:3:47,918","0:3:49,501"
Stranger Things,Riverdale,S6,E10,"Stranger things have
happened in Riverdale.","0:20:7,674","0:20:9,941"
Stranger Things,Blue Bloods,S7,E15,"I mean, stranger things
have happened.","0:31:54,769","0:31:55,769"
Stranger Things,The Walking Dead,S10,E6,"Still, stranger things
have happened.","0:2:11,740","0:2:14,350"
Stranger Things,Elite,S1,E7,"Honestly, no.
Stranger things have happened.","0:12:53,799","0:12:56,320"
Stranger Things,South Park,S21,E10,"Stranger Things is the show.
I saw it, too.","0:6:3,495","0:6:7,98"
Stranger Things,Seinfeld,S5,E20,"...stranger things have happened.
Thank you, Elaine. Thank you.","0:5:40,982","0:5:45,214"
Stranger Things,Moon Knight,S1,E1,"there are stranger things
that people do, but...","0:8:43,168","0:8:45,668"
Stranger Things,Arrow,S5,E8,"in the Stan, even stranger things
as the Hood, but this--","0:21:36,518","0:21:40,519"
Stranger Things,Stargate SG-1,S6,E15,"Come on, Jack,
you've seen stranger things.","0:23:31,964","0:23:35,50"
Stranger Things,Stargate SG-1,S7,E3,"- Stranger things have happened.
- Name but one.","0:4:36,800","0:4:39,759"
Stranger Things,NCIS,S15,E8,"I've seen a lot stranger
things in this world","0:5:39,283","0:5:40,516"
Stranger Things,Smallville,S4,E6,"Hard to argue with it now,
stranger things have happened","0:9:57,624","0:10:0,781"
Stranger Things,Seinfeld,S5,E20,"-Stranger things have happened.
-Me, a senior editor. l'd like that.","0:5:30,338","0:5:35,401"
Stranger Things,Teen Wolf,S5,E2," People with night terrors
 have done far stranger things","0:21:0,948","0:21:3,315"
Stranger Things,Smallville,S6,E8,"A lot stranger things happened in Smallville.
Don't worry, we'll find him.","0:9:56,28","0:9:59,486"
Money Heist,Hawaii Five-0,S3,E11,"He paid him with the money
from the heist.","0:32:48,759","0:32:50,443"
A Love So Beautiful,The Big Bang Theory,S7,E6,"- I love that.
- That is so beautiful.","0:1:28,24","0:1:30,48"
Reacher,The Big Bang Theory,S12,E23,"I'm on my second Jack Reacher.
I'm doing great.","0:27:34,76","0:27:37,344"
The Wheel of Time,Adventure Time,S3,E23,"Our spirits must be entwined in
the cosmic wheel of time.","0:19:0,567","0:19:3,845"
The Wheel of Time,Adventure Time,S3,E24,"Our spirits must be entwined in
the cosmic wheel of time.","0:7:25,759","0:7:29,36"
Nip Tuck,Gilmore Girls,S6,E17,"A nip, nip, nip, tuck, tuck, tuck.","0:21:50,7","0:21:51,520"
Nip Tuck,Two and a Half Men,S2,E14,...for a little nip tuck.,"0:19:31,367","0:19:33,164"
Nip Tuck,Smallville,S8,E16,"Oh, it wasn't a Nip/Tuck.","0:17:25,900","0:17:28,367"
Nip Tuck,CSI: Crime Scene Investigation,S13,E11,"Why is a superficial
nip-tuck diva","0:26:5,938","0:26:8,989"
Nip Tuck,CSI: Miami,S1,E3,It was nip and tuck there for a while,"0:0:58,807","0:0:59,967"
Nip Tuck,CSI: Crime Scene Investigation,S13,E13,"Hope you don't nip and tuck
under the influence.","0:27:5,641","0:27:7,340"
Nip Tuck,Law & Order: Special Victims Unit,S4,E19,"OIivia, you and EIIiot
talk to the nip and tuck
brigade.","0:4:30,970","0:4:34,337"
Nip Tuck,The Flintstones,S1,E11,<i>It's been a nip and tuck battle all the way.</i>,"0:1:53,533","0:1:56,206"
Nip Tuck,The O.C.,S1,E17,"I love this place. All it needs
is a little nip and a tuck.","0:18:14,928","0:18:17,633"
Nip Tuck,Melrose Place,S3,E28,"Dr. Paul Graham, our
latest nip-and-tuck man.","0:17:40,165","0:17:42,103"
Blue Bloods,CSI: NY,S3,E15,"Yeah,run by blue bloods.","0:18:42,236","0:18:43,636"
Blue Bloods,The Nanny,S2,E13,"Oh, what's the use?  You blue bloods
 just don't know from us blue collars.","0:16:8,45","0:16:12,276"
Blue Bloods,90210,S2,E24,"Well, l figured there'd be enough
blue bloods here as it was.","0:16:33,863","0:16:37,859"
Snowpiercer,The Good Fight,S4,E1,Snowpiercer.,"0:14:20,844","0:14:22,536"
The King of Queens,Shameless,S8,E10,Mr. King of the Queens.,"0:12:55,162","0:12:57,293"
The King of Queens,Family Guy,S5,E6,<i>We now return to Rodney King of Queens.</i>,"0:0:33,123","0:0:35,836"
The King of Queens,The Simpsons,S23,E8,"Oh, Ralph, Fred,
Archie, King of Queens,","0:4:4,115","0:4:7,851"
Familie,The Vampire Diaries,S7,E3,"Åi ai trecut
la o altÄ familie.","0:37:44,18","0:37:45,902"
Familie,Supernatural,S12,E8,"Trebuie sÄ ne descurcÄm
ca-n familie.","0:18:38,945","0:18:41,881"
Familie,The Vampire Diaries,S7,E3,"Deci, Å£i-ai Ã®ndeplinit
datoria faÅ£Ä de familie","0:40:35,657","0:40:38,492"
Familie,The 100,S4,E2,"Skaikru m-a fÄcut sÄ-mi omor
Ã®ntreaga mea familie.","0:24:10,803","0:24:13,946"
Familie,Shadowhunters,S2,E5,"Clava vrea sÄ te despartÄ de familie?
Vin cu tine.","0:0:10,288","0:0:12,843"
Familie,The Vampire Diaries,S8,E7,"DacÄ numele tÄu de familie nu este Pan,
nu mai eÅti copil de mult timp.","0:27:32,563","0:27:35,963"
Grey's Anatomy,How to Get Away with Murder,S3,E9,<i> Grey's anatomy.</i>,"0:44:1,739","0:44:3,139"
Grey's Anatomy,How to Get Away with Murder,S3,E8,<i> Grey's anatomy.</i>,"0:43:59,603","0:44:1,3"
Grey's Anatomy,How to Get Away with Murder,S3,E15,<i> Grey's anatomy.</i>,"0:43:57,534","0:43:58,934"
Grey's Anatomy,How to Get Away with Murder,S3,E14,<i> Grey's anatomy.</i>,"0:44:2,273","0:44:3,672"
Grey's Anatomy,How to Get Away with Murder,S3,E5,<i> Grey's Anatomy.</i>,"0:44:2,574","0:44:3,974"
Grey's Anatomy,How to Get Away with Murder,S3,E7,<i> Grey's anatomy.</i>,"0:44:2,574","0:44:3,972"
Grey's Anatomy,Station 19,S4,E6,"<i>Previously on Grey's Anatomy
and Station 19...</i>","0:0:0,27","0:0:2,958"
Grey's Anatomy,Station 19,S3,E2,"Previously on Grey's Anatomy
and Station 19...","0:0:0,27","0:0:2,645"
Grey's Anatomy,Station 19,S3,E1,"Previously on Grey's Anatomy
and Station 19...","0:0:0,33","0:0:2,686"
The Big Bang Theory,The Marvelous Mrs. Maisel,S2,E10,"when we stumbled
onto the Big Bang theory.","0:9:15,666","0:9:17,255"
Californication,NCIS,S9,E2,"âª That Californication... âª
Hey!","0:0:18,216","0:0:20,251"
Californication,NCIS: Los Angeles,S9,E2,"âª That Californication... âª
Hey!","0:0:18,216","0:0:20,251"
Californication,ER,S11,E3,"What are the first chords
of the Chili Pepper's Californication?","0:15:55,5","0:15:57,709"
Orange Is the New Black,2 Broke Girls,S4,E11,"Well, orange you the new black?","0:20:11,176","0:20:15,46"
Fairy Tail,Shameless,S8,E5,Guy from The Fairy Tail.,"0:45:51,208","0:45:52,661"
Fairy Tail,Shameless,S8,E5,I know you from <i>The Fairy Tail.</i>,"0:47:52,746","0:47:54,333"
Fairy Tail,Shameless,S7,E12,I'm working at the Fairy Tail now.,"0:15:43,750","0:15:45,452"
Fairy Tail,Shameless,S8,E5,"Ah, The Fairy Tail. He's the guy","0:25:51,617","0:25:53,494"
Fairy Tail,Shameless,S7,E12,"Oh, there's plenty of that
over at the Fairy Tail.","0:16:3,756","0:16:5,659"
Fairy Tail,Baby Daddy,S6,E5,"is gonna end with me
getting some fairy tail.","0:4:54,659","0:4:57,661"
Fairy Tail,Shameless,S4,E7,"He's at our other location.
Fairy Tail in Boystown.","0:24:39,519","0:24:42,193"
Fairy Tail,Shameless,S4,E9,"You're in Boystown,
outside a bar called The Fairy Tail.","0:21:44,845","0:21:47,564"
Mad Men,Numb3rs,S6,E13,"She's mad at men who sleep
with expensive prostitutes?","0:20:17,316","0:20:19,585"
Peaky Blinders,Elementary,S1,E9,"Little Pinot
little Peaky Blinders.","0:0:22,376","0:0:24,335"
Black Mirror,The Simpsons,S32,E4,"Now, let me look
at my black mirror.","0:18:44,457","0:18:46,268"
Outlander,Orange Is the New Black,S2,E13,Outlander.,"1:4:2,460","1:4:3,460"
Outlander,The Middle,S9,E12,This is Outlander.,"0:20:10,297","0:20:11,430"
Outlander,X-Men,S3,E9,"This is not over, outlander.","0:6:55,982","0:6:59,611"
Outlander,Final Space,S3,E4,"We are in great danger,
outlander.","0:11:6,395","0:11:8,980"
Outlander,Teen Titans,S4,E2,"Last chance. Retreat, outlander.","0:15:2,172","0:15:4,902"
Outlander,Teenage Mutant Ninja Turtles,S5,E11,"Now your life ends, outlander.","0:58:13,572","0:58:16,541"
Outlander,Orange Is the New Black,S7,E3,"and there is no going back
unless we do an Outlander","0:45:48,327","0:45:51,81"
Outlander,X-Men,S2,E13,"KA-ZAR: You do not belong to
the outlander known as Sinister?","0:9:42,480","0:9:45,90"
Outlander,X-Men,S3,E8,"The outlander called Magneto brought
this vehicle to our valley. Use it!","0:3:42,322","0:3:46,952"
Outlander,The Middle,S8,E13,"I was gonna watch Outlander
and eat my frosting sandwich.","0:5:6,380","0:5:8,981"
How to Get Away with Murder,Blue Bloods,S6,E14,"a tutorial in how to get
away with murder?","0:9:50,352","0:9:52,320"
black-ish,The Good Fight,S3,E1,"Black Panther, Black-ish.","0:5:38,120","0:5:40,514"
black-ish,Family Guy,S16,E3,"Oh, and, Donna, have you
seen this Black-ish?","0:10:5,260","0:10:7,563"
The O.C.,The Dead Zone,S5,E4,"<i>Welcome to the fold, O.C.</i>","0:39:18,956","0:39:20,422"
The O.C.,American Dad!,S11,E9,"Welcome to the O.C.,
bitch.","0:19:7,957","0:19:10,659"
The O.C.,Bosch,S2,E1,"- Okay, thanks.
- Anything from O.C.?","0:24:58,565","0:25:2,99"
The O.C.,Bosch,S2,E1,"- Thanks.
- Smells like O.C. to me.","0:24:43,750","0:24:45,951"
The O.C.,NYPD Blue,S3,E13,Another close-knit O.C. Family.,"0:9:10,172","0:9:12,730"
The O.C.,American Idol,S6,E13,"Stay tuned for the series
finale of the o.C.","0:39:59,0","0:40:1,640"
The O.C.,Justified,S3,E2,"Remember him from your
O.C. Task Force days?","0:13:57,879","0:13:59,962"
The O.C.,90210,S4,E11,"They must have heard
my scream in the O.C.","0:16:12,17","0:16:14,435"
The O.C.,Law & Order,S14,E20,"How long you been
with the O.C. Task Force?","0:16:39,499","0:16:41,445"
The O.C.,Law & Order,S4,E10,"No employees
with yellow sheets
or O.C. connections...","0:7:19,972","0:7:22,770"
The O.C.,24,S2,E14,"Start up a shared volume with O.C.
On this guy, huh?","0:24:16,547","0:24:19,277"
The O.C.,Hawaii Five-0,S5,E12,"about running his O.C. Operations
from inside the prison.","0:9:23,261","0:9:25,730"
The O.C.,Blue Bloods,S2,E21,"up on the O.C. wires trying
to find out more details,","0:5:29,540","0:5:32,290"
The O.C.,Scrubs,S4,E1,"The O.C.', the U.N., recycling, getting Punk'd,
Danny Gans, the Latin Grammys, the real Grammys.","0:6:7,594","0:6:11,981"
The O.C.,Miami Vice,S4,E10,"The kid had no known enemies,
no drugs, no O.C. Connections
and no signs of robbery.","0:5:50,497","0:5:54,593"
Good Luck Charlie,The Addams Family,S1,E1,"Good luck, Charlie.","0:1:27,200","0:1:28,792"
Good Luck Charlie,The Addams Family,S2,E18,"Good luck, Charlie.","0:11:53,213","0:11:54,923"
Modern Family,The Originals,S4,E7,and the last of the modern family,"0:34:24,503","0:34:26,471"
Modern Family,Heroes,S4,E11,"We're a complex,
modern family,","0:10:44,227","0:10:47,396"
Modern Family,Shameless,S7,E5,"I mean, I'll be the face
of the modern family.","0:21:52,461","0:21:54,565"
Modern Family,Batwoman,S3,E5,"Zoey's dissertation
is on modern family dynamics.","0:15:4,503","0:15:7,916"
Modern Family,Family Guy,S16,E1,"like Modern Family, Girls
and Transparent.","0:1:27,436","0:1:29,972"
Modern Family,Blindspot,S5,E10,"Like some really good
looking modern family.","0:31:38,613","0:31:41,605"
